# --- full sequence --- -------------- this domain ------------- hmm coord ali coord env coord
# target name accession tlen query name accession qlen E-value score bias # of c-Evalue i-Evalue score bias from to from to from to acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
108_T413-R1 - 912 LRR_4 PF12799.9 43 4.7e-05 14.4 16.5 3 6 3.1 3.4 -1.0 0.1 19 29 671 681 652 695 0.68 -
108_T413-R1 - 912 LRR_4 PF12799.9 43 4.7e-05 14.4 16.5 4 6 0.76 0.83 1.0 0.0 2 28 676 702 675 708 0.76 -
108_T413-R1 - 912 LRR_4 PF12799.9 43 4.7e-05 14.4 16.5 5 6 0.096 0.11 3.8 1.0 7 30 705 730 697 735 0.79 -
108_T413-R1 - 912 LRR_4 PF12799.9 43 4.7e-05 14.4 16.5 6 6 0.0017 0.0018 9.4 0.0 1 33 846 880 836 885 0.86 -
108_T256-R1 - 900 LRR_4 PF12799.9 43 0.00051 11.2 17.9 1 7 0.12 0.13 3.5 0.1 3 36 579 615 577 624 0.65 -
108_T256-R1 - 900 LRR_4 PF12799.9 43 0.00051 11.2 17.9 2 7 0.047 0.052 4.8 0.1 2 39 603 637 602 643 0.86 -
108_T256-R1 - 900 LRR_4 PF12799.9 43 0.00051 11.2 17.9 3 7 0.4 0.44 1.8 0.2 3 30 627 656 625 679 0.68 -
108_T256-R1 - 900 LRR_4 PF12799.9 43 0.00051 11.2 17.9 4 7 0.74 0.82 1.0 1.0 7 21 667 683 664 730 0.58 -
108_T256-R1 - 900 LRR_4 PF12799.9 43 0.00051 11.2 17.9 5 7 6.7 7.3 -2.0 0.1 12 28 750 766 743 766 0.75 -
108_T256-R1 - 900 LRR_4 PF12799.9 43 0.00051 11.2 17.9 6 7 0.0022 0.0024 9.0 0.2 2 30 769 799 768 807 0.82 -
108_T256-R1 - 900 LRR_4 PF12799.9 43 0.00051 11.2 17.9 7 7 0.58 0.64 1.3 0.0 22 38 840 856 831 870 0.60 -
108_T453-R1 - 911 LRR_4 PF12799.9 43 0.00074 10.6 18.7 1 5 0.082 0.09 4.0 0.0 19 33 581 595 574 606 0.81 -
108_T453-R1 - 911 LRR_4 PF12799.9 43 0.00074 10.6 18.7 2 5 0.0084 0.0093 7.2 1.0 2 33 611 643 610 664 0.91 -
108_T453-R1 - 911 LRR_4 PF12799.9 43 0.00074 10.6 18.7 3 5 0.82 0.9 0.8 0.8 18 30 697 708 671 720 0.75 -
108_T453-R1 - 911 LRR_4 PF12799.9 43 0.00074 10.6 18.7 4 5 0.12 0.13 3.5 0.5 1 30 701 733 701 738 0.68 -
108_T453-R1 - 911 LRR_4 PF12799.9 43 0.00074 10.6 18.7 5 5 0.24 0.27 2.5 0.0 3 33 850 881 848 887 0.76 -
108_T514.1-R1 - 851 LRR_4 PF12799.9 43 0.00077 10.6 15.1 1 6 1.5 1.7 -0.0 0.0 19 32 553 566 543 578 0.66 -
108_T514.1-R1 - 851 LRR_4 PF12799.9 43 0.00077 10.6 15.1 2 6 0.58 0.64 1.3 0.1 3 36 559 598 559 603 0.55 -
108_T514.1-R1 - 851 LRR_4 PF12799.9 43 0.00077 10.6 15.1 3 6 0.00029 0.00032 11.8 0.4 2 35 609 645 608 663 0.84 -
108_T514.1-R1 - 851 LRR_4 PF12799.9 43 0.00077 10.6 15.1 4 6 0.32 0.35 2.1 1.2 11 30 673 689 669 710 0.64 -
108_T514.1-R1 - 851 LRR_4 PF12799.9 43 0.00077 10.6 15.1 5 6 1.2 1.4 0.3 0.4 1 28 682 711 682 735 0.58 -
108_T514.1-R1 - 851 LRR_4 PF12799.9 43 0.00077 10.6 15.1 6 6 4.3 4.8 -1.5 0.0 7 28 795 819 790 830 0.62 -
108_T221-R1 - 881 LRR_4 PF12799.9 43 0.0016 9.6 0.0 1 6 0.86 0.95 0.8 0.2 17 31 542 556 537 590 0.68 -
108_T221-R1 - 881 LRR_4 PF12799.9 43 0.0016 9.6 0.0 2 6 0.7 0.77 1.1 1.1 3 33 575 607 573 618 0.67 -
108_T221-R1 - 881 LRR_4 PF12799.9 43 0.0016 9.6 0.0 3 6 2.9 3.2 -0.9 1.5 3 30 598 628 596 643 0.75 -
108_T221-R1 - 881 LRR_4 PF12799.9 43 0.0016 9.6 0.0 4 6 0.62 0.68 1.2 0.6 10 30 656 673 635 686 0.75 -
108_T221-R1 - 881 LRR_4 PF12799.9 43 0.0016 9.6 0.0 5 6 0.16 0.18 3.1 1.5 6 30 673 699 666 705 0.76 -
108_T221-R1 - 881 LRR_4 PF12799.9 43 0.0016 9.6 0.0 6 6 0.0015 0.0016 9.6 0.0 1 32 815 848 796 854 0.83 -
108_T256-R1 - 900 LRR_6 PF13516.8 24 2.9e-05 14.7 0.5 1 3 0.84 6.2 -1.9 0.0 1 10 547 556 547 563 0.79 -
108_T256-R1 - 900 LRR_6 PF13516.8 24 2.9e-05 14.7 0.5 2 3 0.13 0.97 0.6 0.0 3 14 602 613 600 615 0.81 -
108_T256-R1 - 900 LRR_6 PF13516.8 24 2.9e-05 14.7 0.5 3 3 0.00015 0.0011 9.8 0.0 3 15 768 780 767 782 0.92 -
108_T319.1-R1 - 839 LRR_6 PF13516.8 24 0.00063 10.6 3.7 1 4 0.16 1.2 0.4 0.1 2 13 497 508 496 511 0.88 -
108_T319.1-R1 - 839 LRR_6 PF13516.8 24 0.00063 10.6 3.7 2 4 0.017 0.12 3.4 0.0 3 14 523 534 521 538 0.82 -
108_T319.1-R1 - 839 LRR_6 PF13516.8 24 0.00063 10.6 3.7 3 4 0.026 0.19 2.8 0.0 4 16 548 560 546 561 0.87 -
108_T319.1-R1 - 839 LRR_6 PF13516.8 24 0.00063 10.6 3.7 4 4 0.69 5.1 -1.6 0.0 3 10 721 728 720 728 0.86 -
108_T458-R1 - 882 LRR_6 PF13516.8 24 0.014 6.4 11.0 1 6 0.009 0.066 4.3 0.1 3 14 564 575 563 579 0.84 -
108_T458-R1 - 882 LRR_6 PF13516.8 24 0.014 6.4 11.0 2 6 0.0083 0.061 4.4 0.0 4 15 589 600 587 601 0.91 -
108_T458-R1 - 882 LRR_6 PF13516.8 24 0.014 6.4 11.0 3 6 3 22 -4.2 0.4 4 10 635 641 633 642 0.81 -
108_T458-R1 - 882 LRR_6 PF13516.8 24 0.014 6.4 11.0 4 6 0.072 0.53 1.5 0.0 3 13 759 769 758 775 0.80 -
108_T458-R1 - 882 LRR_6 PF13516.8 24 0.014 6.4 11.0 5 6 1.4 10 -2.6 0.1 3 12 796 805 796 806 0.86 -
108_T458-R1 - 882 LRR_6 PF13516.8 24 0.014 6.4 11.0 6 6 3 22 -3.7 0.1 1 8 830 837 830 839 0.89 -
108_T461-R1 - 910 LRR_8 PF13855.8 61 7.5e-18 54.7 11.5 1 4 1.6e-12 1.6e-12 37.7 0.1 1 61 533 593 533 593 0.98 -
108_T461-R1 - 910 LRR_8 PF13855.8 61 7.5e-18 54.7 11.5 2 4 2.6e-07 2.6e-07 21.0 0.3 3 56 583 636 582 639 0.95 -
108_T461-R1 - 910 LRR_8 PF13855.8 61 7.5e-18 54.7 11.5 3 4 0.15 0.15 2.5 1.2 2 59 718 783 717 785 0.66 -
108_T461-R1 - 910 LRR_8 PF13855.8 61 7.5e-18 54.7 11.5 4 4 0.0082 0.0082 6.6 0.4 2 59 746 805 745 806 0.75 -
108_T329-R1 - 856 LRR_8 PF13855.8 61 4.6e-17 52.2 11.8 1 3 2.2e-15 2.2e-15 46.8 4.2 1 61 533 593 533 593 0.95 -
108_T329-R1 - 856 LRR_8 PF13855.8 61 4.6e-17 52.2 11.8 2 3 0.012 0.012 6.0 0.0 17 56 597 635 591 640 0.83 -
108_T329-R1 - 856 LRR_8 PF13855.8 61 4.6e-17 52.2 11.8 3 3 0.42 0.42 1.1 0.0 3 20 705 722 704 725 0.88 -
108_T458-R1 - 882 LRR_8 PF13855.8 61 4.9e-17 52.1 11.7 1 5 1.6e-14 1.6e-14 44.1 3.4 1 61 539 600 539 600 0.97 -
108_T458-R1 - 882 LRR_8 PF13855.8 61 4.9e-17 52.1 11.7 2 5 1.2e-07 1.2e-07 22.0 1.3 9 58 573 620 573 622 0.94 -
108_T458-R1 - 882 LRR_8 PF13855.8 61 4.9e-17 52.1 11.7 3 5 0.32 0.32 1.4 1.7 22 56 608 641 598 645 0.64 -
108_T458-R1 - 882 LRR_8 PF13855.8 61 4.9e-17 52.1 11.7 4 5 1.8 1.8 -0.9 0.0 44 55 745 756 735 768 0.52 -
108_T458-R1 - 882 LRR_8 PF13855.8 61 4.9e-17 52.1 11.7 5 5 4.9 4.9 -2.3 0.0 44 54 802 812 796 814 0.69 -
108_T495-R1 - 860 LRR_8 PF13855.8 61 9.9e-16 47.9 9.2 1 4 3e-14 3e-14 43.2 2.5 1 60 532 591 532 592 0.97 -
108_T495-R1 - 860 LRR_8 PF13855.8 61 9.9e-16 47.9 9.2 2 4 2.8e-06 2.8e-06 17.7 0.6 22 60 577 614 573 615 0.93 -
108_T495-R1 - 860 LRR_8 PF13855.8 61 9.9e-16 47.9 9.2 3 4 0.14 0.14 2.6 0.4 5 55 607 659 603 661 0.72 -
108_T495-R1 - 860 LRR_8 PF13855.8 61 9.9e-16 47.9 9.2 4 4 9.7 9.7 -3.3 0.0 3 20 704 721 702 722 0.80 -
108_T516-R1 - 921 LRR_8 PF13855.8 61 1.7e-15 47.1 10.3 1 5 2.1 2.1 -1.1 0.0 4 16 516 528 510 531 0.67 -
108_T516-R1 - 921 LRR_8 PF13855.8 61 1.7e-15 47.1 10.3 2 5 1.3e-13 1.3e-13 41.1 3.9 2 61 536 595 535 595 0.96 -
108_T516-R1 - 921 LRR_8 PF13855.8 61 1.7e-15 47.1 10.3 3 5 1.1e-06 1.1e-06 19.0 0.4 19 58 577 615 576 619 0.92 -
108_T516-R1 - 921 LRR_8 PF13855.8 61 1.7e-15 47.1 10.3 4 5 0.6 0.6 0.6 1.0 21 52 697 726 692 734 0.67 -
108_T516-R1 - 921 LRR_8 PF13855.8 61 1.7e-15 47.1 10.3 5 5 5.1 5.1 -2.4 0.0 16 29 780 793 767 795 0.54 -
108_T269-R1 - 890 LRR_8 PF13855.8 61 2.7e-15 46.5 4.9 1 6 0.72 0.72 0.3 0.0 3 18 519 534 514 537 0.70 -
108_T269-R1 - 890 LRR_8 PF13855.8 61 2.7e-15 46.5 4.9 2 6 1.7e-13 1.7e-13 40.8 0.2 3 59 541 597 539 599 0.96 -
108_T269-R1 - 890 LRR_8 PF13855.8 61 2.7e-15 46.5 4.9 3 6 6e-06 6e-06 16.6 0.8 23 58 585 619 583 623 0.94 -
108_T269-R1 - 890 LRR_8 PF13855.8 61 2.7e-15 46.5 4.9 4 6 0.13 0.13 2.7 1.8 24 60 609 644 597 645 0.79 -
108_T269-R1 - 890 LRR_8 PF13855.8 61 2.7e-15 46.5 4.9 5 6 1 1 -0.2 0.3 2 30 634 661 633 667 0.70 -
108_T269-R1 - 890 LRR_8 PF13855.8 61 2.7e-15 46.5 4.9 6 6 6.3 6.3 -2.7 0.1 45 54 755 764 744 774 0.60 -
108_T319.1-R1 - 839 LRR_8 PF13855.8 61 3.9e-15 46.0 1.8 1 5 1.2 1.2 -0.3 0.0 5 18 480 493 474 495 0.74 -
108_T319.1-R1 - 839 LRR_8 PF13855.8 61 3.9e-15 46.0 1.8 2 5 3.9e-15 3.9e-15 46.0 1.8 1 59 498 557 498 559 0.96 -
108_T319.1-R1 - 839 LRR_8 PF13855.8 61 3.9e-15 46.0 1.8 3 5 0.0014 0.0014 9.0 4.4 6 54 552 598 552 605 0.83 -
108_T319.1-R1 - 839 LRR_8 PF13855.8 61 3.9e-15 46.0 1.8 4 5 1.3 1.3 -0.5 3.4 3 55 572 625 571 627 0.58 -
108_T319.1-R1 - 839 LRR_8 PF13855.8 61 3.9e-15 46.0 1.8 5 5 0.094 0.094 3.2 0.6 1 35 698 731 698 761 0.76 -
108_T207-R1 - 950 LRR_8 PF13855.8 61 2.5e-14 43.5 1.3 1 4 2.8 2.8 -1.6 0.0 4 16 515 527 509 530 0.56 -
108_T207-R1 - 950 LRR_8 PF13855.8 61 2.5e-14 43.5 1.3 2 4 2.5e-14 2.5e-14 43.5 1.3 2 61 535 594 534 594 0.97 -
108_T207-R1 - 950 LRR_8 PF13855.8 61 2.5e-14 43.5 1.3 3 4 0.11 0.11 2.9 0.2 22 55 602 634 592 640 0.58 -
108_T207-R1 - 950 LRR_8 PF13855.8 61 2.5e-14 43.5 1.3 4 4 3 3 -1.6 0.0 2 34 732 763 731 783 0.72 -
108_T506-R1 - 857 LRR_8 PF13855.8 61 4.8e-14 42.5 15.2 1 5 1.3 1.3 -0.4 0.0 3 17 517 531 514 535 0.69 -
108_T506-R1 - 857 LRR_8 PF13855.8 61 4.8e-14 42.5 15.2 2 5 7.7e-14 7.7e-14 41.9 2.2 2 60 538 596 537 597 0.95 -
108_T506-R1 - 857 LRR_8 PF13855.8 61 4.8e-14 42.5 15.2 3 5 0.069 0.069 3.6 3.0 3 56 610 662 604 663 0.63 -
108_T506-R1 - 857 LRR_8 PF13855.8 61 4.8e-14 42.5 15.2 4 5 4.3 4.3 -2.1 0.0 2 17 708 723 707 726 0.83 -
108_T506-R1 - 857 LRR_8 PF13855.8 61 4.8e-14 42.5 15.2 5 5 5.5 5.5 -2.5 0.0 25 33 768 776 742 786 0.62 -
108_T208-R1 - 973 LRR_8 PF13855.8 61 2.5e-13 40.2 8.4 1 4 1.4e-10 1.4e-10 31.5 3.3 2 57 524 579 523 583 0.95 -
108_T208-R1 - 973 LRR_8 PF13855.8 61 2.5e-13 40.2 8.4 2 4 3.1e-07 3.1e-07 20.7 0.2 19 58 565 603 564 605 0.93 -
108_T208-R1 - 973 LRR_8 PF13855.8 61 2.5e-13 40.2 8.4 3 4 9.9 9.9 -3.3 0.0 44 55 638 649 634 651 0.69 -
108_T208-R1 - 973 LRR_8 PF13855.8 61 2.5e-13 40.2 8.4 4 4 4.4 4.4 -2.2 0.1 2 21 725 745 723 755 0.63 -
108_T319.2-R1 - 895 LRR_8 PF13855.8 61 3.6e-12 36.5 2.4 1 5 0.003 0.003 7.9 0.1 22 60 513 549 511 549 0.94 -
108_T319.2-R1 - 895 LRR_8 PF13855.8 61 3.6e-12 36.5 2.4 2 5 3.6e-12 3.6e-12 36.5 2.4 2 59 539 597 538 599 0.96 -
108_T319.2-R1 - 895 LRR_8 PF13855.8 61 3.6e-12 36.5 2.4 3 5 0.04 0.04 4.4 0.5 22 56 607 640 600 645 0.83 -
108_T319.2-R1 - 895 LRR_8 PF13855.8 61 3.6e-12 36.5 2.4 4 5 4.5 4.5 -2.2 0.2 24 33 658 667 649 667 0.74 -
108_T319.2-R1 - 895 LRR_8 PF13855.8 61 3.6e-12 36.5 2.4 5 5 0.33 0.33 1.4 0.1 2 55 746 765 745 777 0.47 -
108_T473-R1 - 892 LRR_8 PF13855.8 61 1.9e-11 34.2 1.0 1 6 6.7 6.7 -2.8 0.0 5 18 515 528 514 530 0.82 -
108_T473-R1 - 892 LRR_8 PF13855.8 61 1.9e-11 34.2 1.0 2 6 1.9e-11 1.9e-11 34.2 1.0 1 61 533 593 533 593 0.96 -
108_T473-R1 - 892 LRR_8 PF13855.8 61 1.9e-11 34.2 1.0 3 6 0.042 0.042 4.3 0.1 24 56 603 634 594 635 0.75 -
108_T473-R1 - 892 LRR_8 PF13855.8 61 1.9e-11 34.2 1.0 4 6 5.4 5.4 -2.5 0.0 20 40 698 718 683 719 0.68 -
108_T473-R1 - 892 LRR_8 PF13855.8 61 1.9e-11 34.2 1.0 5 6 1.1 1.1 -0.3 0.0 13 35 741 763 739 777 0.54 -
108_T473-R1 - 892 LRR_8 PF13855.8 61 1.9e-11 34.2 1.0 6 6 6.4 6.4 -2.7 0.0 2 17 794 810 793 813 0.75 -
108_T317-R1 - 927 LRR_8 PF13855.8 61 5.5e-10 29.5 16.9 1 5 6.7e-05 6.7e-05 13.3 3.0 19 60 575 615 559 616 0.81 -
108_T317-R1 - 927 LRR_8 PF13855.8 61 5.5e-10 29.5 16.9 2 5 0.00026 0.00026 11.4 0.4 18 54 620 655 617 657 0.95 -
108_T317-R1 - 927 LRR_8 PF13855.8 61 5.5e-10 29.5 16.9 3 5 0.0014 0.0014 9.0 0.1 18 54 772 808 769 810 0.87 -
108_T317-R1 - 927 LRR_8 PF13855.8 61 5.5e-10 29.5 16.9 4 5 9.3 9.3 -3.2 0.0 21 29 825 833 822 847 0.64 -
108_T317-R1 - 927 LRR_8 PF13855.8 61 5.5e-10 29.5 16.9 5 5 0.31 0.31 1.5 0.0 3 33 852 882 850 890 0.78 -
108_T168-R1 - 887 LRR_8 PF13855.8 61 3e-09 27.2 1.3 1 5 0.41 0.41 1.1 0.1 23 56 515 546 513 548 0.78 -
108_T168-R1 - 887 LRR_8 PF13855.8 61 3e-09 27.2 1.3 2 5 3e-09 3e-09 27.2 1.3 11 58 556 603 555 606 0.91 -
108_T168-R1 - 887 LRR_8 PF13855.8 61 3e-09 27.2 1.3 3 5 0.0013 0.0013 9.1 0.6 16 61 609 652 603 652 0.83 -
108_T168-R1 - 887 LRR_8 PF13855.8 61 3e-09 27.2 1.3 4 5 1.6 1.6 -0.7 0.5 24 45 689 709 685 729 0.68 -
108_T168-R1 - 887 LRR_8 PF13855.8 61 3e-09 27.2 1.3 5 5 5.9 5.9 -2.6 0.0 48 58 832 842 824 844 0.62 -
108_T256-R1 - 900 LRR_8 PF13855.8 61 6e-07 19.8 17.7 1 7 0.023 0.023 5.1 0.2 11 56 563 609 549 611 0.80 -
108_T256-R1 - 900 LRR_8 PF13855.8 61 6e-07 19.8 17.7 2 7 0.0025 0.0025 8.2 0.6 23 57 600 633 593 636 0.91 -
108_T256-R1 - 900 LRR_8 PF13855.8 61 6e-07 19.8 17.7 3 7 2.6e-05 2.6e-05 14.5 0.4 2 56 603 656 602 658 0.91 -
108_T256-R1 - 900 LRR_8 PF13855.8 61 6e-07 19.8 17.7 4 7 0.26 0.26 1.8 0.3 23 55 667 700 659 702 0.82 -
108_T256-R1 - 900 LRR_8 PF13855.8 61 6e-07 19.8 17.7 5 7 2.4 2.4 -1.3 0.0 35 59 706 730 693 731 0.71 -
108_T256-R1 - 900 LRR_8 PF13855.8 61 6e-07 19.8 17.7 6 7 0.093 0.093 3.2 0.2 2 34 769 801 768 826 0.66 -
108_T256-R1 - 900 LRR_8 PF13855.8 61 6e-07 19.8 17.7 7 7 0.078 0.078 3.4 0.0 1 28 841 867 841 882 0.75 -
108_T453-R1 - 911 LRR_8 PF13855.8 61 1.5e-05 15.4 17.3 1 5 0.00078 0.00078 9.8 0.1 6 58 540 594 538 597 0.90 -
108_T453-R1 - 911 LRR_8 PF13855.8 61 1.5e-05 15.4 17.3 2 5 0.00014 0.00014 12.2 3.1 4 56 613 663 610 665 0.82 -
108_T453-R1 - 911 LRR_8 PF13855.8 61 1.5e-05 15.4 17.3 3 5 1.9 1.9 -1.0 0.7 43 56 720 733 697 735 0.54 -
108_T453-R1 - 911 LRR_8 PF13855.8 61 1.5e-05 15.4 17.3 4 5 8.9 8.9 -3.2 0.0 1 27 775 801 775 806 0.67 -
108_T453-R1 - 911 LRR_8 PF13855.8 61 1.5e-05 15.4 17.3 5 5 2.7 2.7 -1.5 0.0 2 30 849 876 848 879 0.72 -
108_T258-R1 - 908 LRR_8 PF13855.8 61 1.8e-05 15.1 10.1 1 3 0.3 0.3 1.5 0.2 19 32 578 591 573 593 0.62 -
108_T258-R1 - 908 LRR_8 PF13855.8 61 1.8e-05 15.1 10.1 2 3 0.0023 0.0023 8.3 2.0 2 56 610 663 609 665 0.88 -
108_T258-R1 - 908 LRR_8 PF13855.8 61 1.8e-05 15.1 10.1 3 3 0.013 0.013 5.9 0.0 39 60 718 738 699 738 0.72 -
108_T514.1-R1 - 851 LRR_8 PF13855.8 61 9.4e-05 12.8 9.6 1 4 1.1 1.1 -0.2 0.0 13 34 545 566 543 571 0.72 -
108_T514.1-R1 - 851 LRR_8 PF13855.8 61 9.4e-05 12.8 9.6 2 4 0.00068 0.00068 10.0 0.5 23 60 582 619 559 619 0.87 -
108_T514.1-R1 - 851 LRR_8 PF13855.8 61 9.4e-05 12.8 9.6 3 4 9 9 -3.2 0.0 25 53 632 660 630 661 0.71 -
108_T514.1-R1 - 851 LRR_8 PF13855.8 61 9.4e-05 12.8 9.6 4 4 0.024 0.024 5.1 0.8 22 54 679 711 677 712 0.94 -
108_T483-R1 - 902 LRR_8 PF13855.8 61 0.00056 10.3 5.1 1 3 0.028 0.028 4.9 0.2 44 58 563 577 541 580 0.65 -
108_T483-R1 - 902 LRR_8 PF13855.8 61 0.00056 10.3 5.1 2 3 0.13 0.13 2.7 3.2 3 56 570 623 568 624 0.79 -
108_T483-R1 - 902 LRR_8 PF13855.8 61 0.00056 10.3 5.1 3 3 1.7 1.7 -0.9 0.0 3 32 836 865 834 867 0.68 -
108_T413-R1 - 912 LRR_8 PF13855.8 61 0.0027 8.1 11.8 1 4 0.0025 0.0025 8.2 1.3 19 56 573 611 571 611 0.90 -
108_T413-R1 - 912 LRR_8 PF13855.8 61 0.0027 8.1 11.8 2 4 0.014 0.014 5.8 1.1 19 57 598 635 596 639 0.92 -
108_T413-R1 - 912 LRR_8 PF13855.8 61 0.0027 8.1 11.8 3 4 1.9 1.9 -1.0 0.2 37 55 712 729 696 731 0.77 -
108_T413-R1 - 912 LRR_8 PF13855.8 61 0.0027 8.1 11.8 4 4 1 1 -0.2 0.0 3 56 848 877 843 879 0.49 -
108_T390-R1 - 907 LRR_8 PF13855.8 61 0.04 4.4 12.0 1 6 0.0084 0.0084 6.5 0.0 42 58 567 583 563 586 0.88 -
108_T390-R1 - 907 LRR_8 PF13855.8 61 0.04 4.4 12.0 2 6 1.5 1.5 -0.6 1.8 20 56 617 654 599 658 0.75 -
108_T390-R1 - 907 LRR_8 PF13855.8 61 0.04 4.4 12.0 3 6 0.65 0.65 0.5 0.1 20 52 642 676 631 679 0.64 -
108_T390-R1 - 907 LRR_8 PF13855.8 61 0.04 4.4 12.0 4 6 5.5 5.5 -2.5 0.1 11 21 715 725 708 733 0.46 -
108_T390-R1 - 907 LRR_8 PF13855.8 61 0.04 4.4 12.0 5 6 1.7 1.7 -0.9 0.0 3 58 794 850 793 852 0.53 -
108_T390-R1 - 907 LRR_8 PF13855.8 61 0.04 4.4 12.0 6 6 1 1 -0.2 0.0 3 20 843 861 841 874 0.72 -
108_T221-R1 - 881 LRR_8 PF13855.8 61 0.1 3.1 18.6 1 5 3.4 3.4 -1.8 0.4 29 49 382 402 374 403 0.82 -
108_T221-R1 - 881 LRR_8 PF13855.8 61 0.1 3.1 18.6 2 5 0.072 0.072 3.5 0.2 43 57 542 556 539 560 0.73 -
108_T221-R1 - 881 LRR_8 PF13855.8 61 0.1 3.1 18.6 3 5 0.003 0.003 8.0 1.3 19 57 567 604 565 628 0.92 -
108_T221-R1 - 881 LRR_8 PF13855.8 61 0.1 3.1 18.6 4 5 2.1 2.1 -1.2 0.5 36 55 680 698 663 700 0.68 -
108_T221-R1 - 881 LRR_8 PF13855.8 61 0.1 3.1 18.6 5 5 0.97 0.97 -0.1 0.0 3 56 817 846 811 848 0.49 -
108_T269-R1 - 890 LRR_9 PF14580.8 175 2.1e-05 14.7 2.2 1 2 1.8 6.4 -3.2 0.0 83 142 69 127 60 132 0.67 -
108_T269-R1 - 890 LRR_9 PF14580.8 175 2.1e-05 14.7 2.2 2 2 7e-06 2.6e-05 14.4 0.3 47 125 522 604 515 615 0.86 -
108_T458-R1 - 882 LRR_9 PF14580.8 175 4e-05 13.8 1.7 1 2 4.5e-05 0.00016 11.8 0.8 49 116 524 594 519 625 0.81 -
108_T458-R1 - 882 LRR_9 PF14580.8 175 4e-05 13.8 1.7 2 2 0.62 2.3 -1.7 0.1 92 121 612 639 597 665 0.52 -
108_T329-R1 - 856 LRR_9 PF14580.8 175 4.4e-05 13.6 4.9 1 2 9.5e-06 3.5e-05 13.9 0.7 47 120 516 588 511 598 0.84 -
108_T329-R1 - 856 LRR_9 PF14580.8 175 4.4e-05 13.6 4.9 2 2 0.051 0.19 1.8 0.5 47 122 586 660 577 671 0.72 -
108_T506-R1 - 857 LRR_9 PF14580.8 175 0.00011 12.3 5.1 1 2 2e-05 7.4e-05 12.9 0.5 48 119 521 591 515 613 0.82 -
108_T506-R1 - 857 LRR_9 PF14580.8 175 0.00011 12.3 5.1 2 2 0.14 0.52 0.4 0.4 66 127 634 697 620 744 0.46 -
108_T319.1-R1 - 839 LRR_9 PF14580.8 175 0.00069 9.7 7.5 1 3 7.7e-05 0.00028 11.0 0.1 48 115 482 552 477 559 0.81 -
108_T319.1-R1 - 839 LRR_9 PF14580.8 175 0.00069 9.7 7.5 2 3 0.076 0.28 1.2 2.6 47 120 552 626 544 662 0.71 -
108_T319.1-R1 - 839 LRR_9 PF14580.8 175 0.00069 9.7 7.5 3 3 0.8 2.9 -2.1 0.0 80 116 689 724 647 734 0.65 -
108_T473-R1 - 892 LRR_9 PF14580.8 175 0.0046 7.1 5.3 1 4 2.7 9.9 -3.8 0.0 83 104 78 100 75 103 0.78 -
108_T473-R1 - 892 LRR_9 PF14580.8 175 0.0046 7.1 5.3 2 4 0.00084 0.0031 7.6 0.3 52 122 521 590 515 597 0.87 -
108_T473-R1 - 892 LRR_9 PF14580.8 175 0.0046 7.1 5.3 3 4 0.89 3.2 -2.2 0.0 38 57 699 718 673 728 0.77 -
108_T473-R1 - 892 LRR_9 PF14580.8 175 0.0046 7.1 5.3 4 4 0.41 1.5 -1.1 0.1 102 152 751 808 730 813 0.48 -
108_T461-R1 - 910 MeaB PF03308.18 267 1.7e-05 14.4 0.0 1 1 2.8e-06 3.1e-05 13.5 0.0 18 63 165 209 152 223 0.78 -
108_T506-R1 - 857 MeaB PF03308.18 267 0.00012 11.6 0.0 1 1 2.3e-05 0.00025 10.6 0.0 25 63 171 209 160 214 0.87 -
108_T516-R1 - 921 Muted PF14942.8 146 9.4e-05 13.3 2.5 1 3 0.00079 0.0058 7.4 0.4 60 103 29 72 8 80 0.86 -
108_T516-R1 - 921 Muted PF14942.8 146 9.4e-05 13.3 2.5 2 3 0.017 0.12 3.1 0.0 63 95 215 247 190 269 0.83 -
108_T516-R1 - 921 Muted PF14942.8 146 9.4e-05 13.3 2.5 3 3 0.27 2 -0.8 0.0 77 138 518 578 494 582 0.74 -
108_T208-R1 - 973 Muted PF14942.8 146 0.00012 12.9 1.1 1 2 0.00095 0.0069 7.2 0.4 60 103 29 72 8 80 0.86 -
108_T208-R1 - 973 Muted PF14942.8 146 0.00012 12.9 1.1 2 2 0.018 0.13 3.0 0.0 63 95 215 247 190 270 0.82 -
108_T207-R1 - 950 Muted PF14942.8 146 0.00037 11.3 4.2 1 3 0.00054 0.004 8.0 0.6 60 103 28 71 12 79 0.87 -
108_T207-R1 - 950 Muted PF14942.8 146 0.00037 11.3 4.2 2 3 0.018 0.13 3.1 0.0 63 95 214 246 189 268 0.83 -
108_T207-R1 - 950 Muted PF14942.8 146 0.00037 11.3 4.2 3 3 1 7.4 -2.6 0.1 27 50 525 548 513 578 0.50 -
108_T516-R1 - 921 NACHT PF05729.14 166 9.2e-08 22.7 0.0 1 2 2.8e-07 4.1e-07 20.6 0.0 5 92 179 267 176 319 0.89 -
108_T516-R1 - 921 NACHT PF05729.14 166 9.2e-08 22.7 0.0 2 2 2.1 3.1 -1.8 0.0 102 122 447 467 438 485 0.79 -
108_T461-R1 - 910 NACHT PF05729.14 166 2.3e-07 21.4 0.0 1 1 4.5e-07 6.6e-07 19.9 0.0 5 90 180 264 177 281 0.82 -
